cust_number,due_date,clear_date,date_diff(cd-dd)
200769623,04-03-2019,27-02-2019,-5
200769623,04-03-2019,27-02-2019,-5
200769623,04-03-2019,27-02-2019,-5
200769623,04-03-2019,27-02-2019,-5
200769623,04-03-2019,27-02-2019,-5
200769623,02-03-2019,27-02-2019,-3
200769623,04-03-2019,27-02-2019,-5
200769623,04-03-2019,27-02-2019,-5
200769623,03-03-2019,27-02-2019,-4
200769623,04-03-2019,27-02-2019,-5
200769623,04-03-2019,27-02-2019,-5
200769623,27-02-2019,27-02-2019,0
200771157,27-02-2019,27-02-2019,0
200772670,27-02-2019,27-02-2019,0
200772670,21-02-2019,27-02-2019,6
200776463,27-02-2019,27-02-2019,0
200780383,26-02-2019,27-02-2019,1
200782669,26-02-2019,27-02-2019,1
200785971,20-02-2019,27-02-2019,7
200793830,27-02-2019,27-02-2019,0
200794332,27-02-2019,27-02-2019,0
200794332,14-03-2019,27-02-2019,-15
200799367,27-02-2019,27-02-2019,0
200881076,27-02-2019,27-02-2019,0
200900909,26-02-2019,27-02-2019,1
200974851,27-02-2019,27-02-2019,0
100001196,27-02-2019,28-02-2019,1
100009932,29-01-2019,28-02-2019,30
100015818,01-03-2019,28-02-2019,-1
100030194,28-01-2019,28-02-2019,31
100034958,22-02-2019,28-02-2019,6
100036066,21-02-2019,28-02-2019,7
100047527,28-02-2019,28-02-2019,0
140104340,25-02-2019,28-02-2019,3
140104340,23-02-2019,28-02-2019,5
140104423,01-03-2019,28-02-2019,-1
140105686,23-02-2019,28-02-2019,5
140105686,24-02-2019,28-02-2019,4
140105686,24-02-2019,28-02-2019,4
140105686,22-02-2019,28-02-2019,6
140105686,24-02-2019,28-02-2019,4
140105686,25-02-2019,28-02-2019,3
140106408,20-02-2019,28-02-2019,8
140106408,20-02-2019,28-02-2019,8
200148860,18-04-2019,28-02-2019,-49
200148860,28-02-2019,28-02-2019,0
200148860,18-04-2019,28-02-2019,-49
200148860,19-04-2019,28-02-2019,-50
200148860,28-02-2019,28-02-2019,0
200275115,27-02-2019,28-02-2019,1
200337148,28-02-2019,28-02-2019,0
200418007,28-02-2019,28-02-2019,0
200418007,28-02-2019,28-02-2019,0
200418007,27-02-2019,28-02-2019,1
200418007,28-02-2019,28-02-2019,0
200418007,27-02-2019,28-02-2019,1
200435191,07-03-2019,28-02-2019,-7
200466603,28-02-2019,28-02-2019,0
200466603,28-02-2019,28-02-2019,0
200697207,01-03-2019,28-02-2019,-1
200704045,28-02-2019,28-02-2019,0
200704045,28-02-2019,28-02-2019,0
200704858,05-03-2019,28-02-2019,-5
200704858,26-02-2019,28-02-2019,2
200704858,22-02-2019,28-02-2019,6
200704858,28-02-2019,28-02-2019,0
200705742,28-02-2019,28-02-2019,0
200705742,19-03-2019,28-02-2019,-19
200706844,22-02-2019,28-02-2019,6
200706844,28-02-2019,28-02-2019,0
200707005,28-02-2019,28-02-2019,0
200707822,28-02-2019,28-02-2019,0
200712105,28-02-2019,28-02-2019,0
200714710,27-02-2019,28-02-2019,1
200725421,02-03-2019,28-02-2019,-2
200736337,27-02-2019,28-02-2019,1
200738514,02-03-2019,28-02-2019,-2
200738514,02-03-2019,28-02-2019,-2
200742791,28-02-2019,28-02-2019,0
200743123,28-02-2019,28-02-2019,0
200744019,22-02-2019,28-02-2019,6
200749782,28-02-2019,28-02-2019,0
200759878,28-02-2019,28-02-2019,0
200759878,28-02-2019,28-02-2019,0
200759878,25-02-2019,28-02-2019,3
200759878,28-02-2019,28-02-2019,0
200762301,28-02-2019,28-02-2019,0
200762301,28-02-2019,28-02-2019,0
200762301,27-02-2019,28-02-2019,1
200769623,05-03-2019,28-02-2019,-5
200769623,05-03-2019,28-02-2019,-5
200769623,28-02-2019,28-02-2019,0
200769623,27-02-2019,28-02-2019,1
200769623,04-03-2019,28-02-2019,-4
200769623,05-03-2019,28-02-2019,-5
200769623,05-03-2019,28-02-2019,-5
200769623,05-03-2019,28-02-2019,-5
200769623,05-03-2019,28-02-2019,-5
200769623,05-03-2019,28-02-2019,-5
200769623,05-03-2019,28-02-2019,-5
200769623,04-03-2019,28-02-2019,-4
200769623,04-03-2019,28-02-2019,-4
200769623,27-02-2019,28-02-2019,1
200769623,05-03-2019,28-02-2019,-5
200769623,05-03-2019,28-02-2019,-5
200769623,27-02-2019,28-02-2019,1
200769623,05-03-2019,28-02-2019,-5
200769623,05-03-2019,28-02-2019,-5
200772595,28-02-2019,28-02-2019,0
200772595,27-02-2019,28-02-2019,1
200772670,28-02-2019,28-02-2019,0
200772670,28-02-2019,28-02-2019,0
200776463,28-02-2019,28-02-2019,0
200780383,28-02-2019,28-02-2019,0
200780383,28-02-2019,28-02-2019,0
200780383,28-02-2019,28-02-2019,0
200786288,02-03-2019,28-02-2019,-2
200792293,28-02-2019,28-02-2019,0
200793568,27-02-2019,28-02-2019,1
200793568,27-02-2019,28-02-2019,1
200796637,02-03-2019,28-02-2019,-2
200799367,27-02-2019,28-02-2019,1
200900909,26-02-2019,28-02-2019,2
200900909,26-02-2019,28-02-2019,2
200913718,23-02-2019,28-02-2019,5
200915438,22-02-2019,28-02-2019,6
200936373,26-02-2019,28-02-2019,2
100024102,06-03-2019,01-03-2019,-5
100031686,28-02-2019,01-03-2019,1
100031704,27-02-2019,01-03-2019,2
100043936,01-03-2019,01-03-2019,0
140103328,04-03-2019,01-03-2019,-3
140103409,06-03-2019,01-03-2019,-5
140104229,25-02-2019,01-03-2019,4
140104249,25-02-2019,01-03-2019,4
140104409,24-02-2019,01-03-2019,5
140104409,03-03-2019,01-03-2019,-2
140104409,01-03-2019,01-03-2019,0
140104409,01-03-2019,01-03-2019,0
140104409,02-03-2019,01-03-2019,-1
140104409,21-02-2019,01-03-2019,8
140104409,21-02-2019,01-03-2019,8
140104440,22-02-2019,01-03-2019,7
140104440,21-02-2019,01-03-2019,8
140104550,25-02-2019,01-03-2019,4
140105686,15-02-2019,01-03-2019,14
140105847,02-03-2019,01-03-2019,-1
140106372,01-03-2019,01-03-2019,0
200126819,01-03-2019,01-03-2019,0
200148860,21-04-2019,01-03-2019,-51
200152991,01-03-2019,01-03-2019,0
200152991,01-03-2019,01-03-2019,0
200418007,01-03-2019,01-03-2019,0
200437182,01-03-2019,01-03-2019,0
200539926,02-03-2019,01-03-2019,-1
200555117,01-03-2019,01-03-2019,0
200705742,18-03-2019,01-03-2019,-17
200705742,20-03-2019,01-03-2019,-19
200705742,20-03-2019,01-03-2019,-19
200706844,01-03-2019,01-03-2019,0
200707822,01-03-2019,01-03-2019,0
200714710,01-03-2019,01-03-2019,0
200721222,28-02-2019,01-03-2019,1
200722369,05-03-2019,01-03-2019,-4
200726979,26-02-2019,01-03-2019,3
200726979,01-03-2019,01-03-2019,0
200726979,26-02-2019,01-03-2019,3
200726979,27-02-2019,01-03-2019,2
200726979,27-02-2019,01-03-2019,2
200726979,01-03-2019,01-03-2019,0
200726979,26-02-2019,01-03-2019,3
200726979,27-02-2019,01-03-2019,2
200726979,26-02-2019,01-03-2019,3
200726979,27-02-2019,01-03-2019,2
200726979,28-02-2019,01-03-2019,1
200726979,28-02-2019,01-03-2019,1
200726979,26-02-2019,01-03-2019,3
200726979,26-02-2019,01-03-2019,3
200726979,26-02-2019,01-03-2019,3
200726979,27-02-2019,01-03-2019,2
200726979,01-03-2019,01-03-2019,0
200726979,28-02-2019,01-03-2019,1
200726979,01-03-2019,01-03-2019,0
200726979,27-02-2019,01-03-2019,2
200726979,01-03-2019,01-03-2019,0
200726979,28-02-2019,01-03-2019,1
200726979,01-03-2019,01-03-2019,0
200726979,26-02-2019,01-03-2019,3
200726979,28-02-2019,01-03-2019,1
200729828,05-03-2019,01-03-2019,-4
200729828,04-03-2019,01-03-2019,-3
200735528,28-02-2019,01-03-2019,1
200736337,28-02-2019,01-03-2019,1
200739534,26-02-2019,01-03-2019,3
200739534,01-03-2019,01-03-2019,0
200743123,01-03-2019,01-03-2019,0
200744019,27-02-2019,01-03-2019,2
200744019,24-02-2019,01-03-2019,5
200744019,21-02-2019,01-03-2019,8
200744019,21-02-2019,01-03-2019,8
200744019,22-02-2019,01-03-2019,7
200744019,23-02-2019,01-03-2019,6
200744019,21-02-2019,01-03-2019,8
200744019,24-02-2019,01-03-2019,5
200749225,01-03-2019,01-03-2019,0
200759878,27-02-2019,01-03-2019,2
200759878,02-03-2019,01-03-2019,-1
200759878,28-02-2019,01-03-2019,1
200761734,21-04-2019,01-03-2019,-51
200762301,02-03-2019,01-03-2019,-1
200762301,01-03-2019,01-03-2019,0
200762301,02-03-2019,01-03-2019,-1
200762301,02-03-2019,01-03-2019,-1
200762301,01-03-2019,01-03-2019,0
200769623,27-02-2019,01-03-2019,2
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,04-03-2019,01-03-2019,-3
200769623,06-03-2019,01-03-2019,-5
200769623,28-02-2019,01-03-2019,1
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,27-02-2019,01-03-2019,2
200769623,28-02-2019,01-03-2019,1
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,05-03-2019,01-03-2019,-4
200769623,05-03-2019,01-03-2019,-4
200769623,06-03-2019,01-03-2019,-5
200769623,06-03-2019,01-03-2019,-5
200769623,27-02-2019,01-03-2019,2
200769623,06-03-2019,01-03-2019,-5
200769623,28-02-2019,01-03-2019,1
200769623,28-02-2019,01-03-2019,1
200769623,27-02-2019,01-03-2019,2
200772670,02-03-2019,01-03-2019,-1
200777735,01-03-2019,01-03-2019,0
200780383,28-02-2019,01-03-2019,1
200780383,28-02-2019,01-03-2019,1
200780383,28-02-2019,01-03-2019,1
200782001,03-03-2019,01-03-2019,-2
200786288,02-03-2019,01-03-2019,-1
200786288,04-03-2019,01-03-2019,-3
200790107,02-03-2019,01-03-2019,-1
200799367,27-02-2019,01-03-2019,2
200799367,22-02-2019,01-03-2019,7
200799538,01-03-2019,01-03-2019,0
200820380,01-03-2019,01-03-2019,0
200875006,01-03-2019,01-03-2019,0
200875006,01-03-2019,01-03-2019,0
200900909,28-02-2019,01-03-2019,1
200920735,01-03-2019,01-03-2019,0
200978592,28-02-2019,01-03-2019,1
CCCA02,08-02-2019,01-03-2019,21
CCCA02,04-03-2019,01-03-2019,-3
CCCA02,22-02-2019,01-03-2019,7
CCCA02,20-02-2019,01-03-2019,9
CCCA02,20-02-2019,01-03-2019,9
CCCA02,07-02-2019,01-03-2019,22
CCCA02,14-02-2019,01-03-2019,15
CCCA02,13-02-2019,01-03-2019,16
CCCA02,07-03-2019,01-03-2019,-6
CCCA02,01-03-2019,01-03-2019,0
CCCA02,08-02-2019,01-03-2019,21
CCCA02,15-02-2019,01-03-2019,14
CCCA02,06-03-2019,01-03-2019,-5
CCCA02,16-02-2019,01-03-2019,13
CCCA02,23-02-2019,01-03-2019,6
CCCA02,28-02-2019,01-03-2019,1
CCCA02,09-02-2019,01-03-2019,20
CCCA02,12-02-2019,01-03-2019,17
CCCA02,08-03-2019,01-03-2019,-7
CCCA02,12-02-2019,01-03-2019,17
CCCA02,06-02-2019,01-03-2019,23
CCCA02,03-02-2019,01-03-2019,26
CCCA02,03-02-2019,01-03-2019,26
CCCA02,19-02-2019,01-03-2019,10
CCCA02,28-02-2019,01-03-2019,1
CCCA02,08-02-2019,01-03-2019,21
CCCA02,25-02-2019,01-03-2019,4
CCCA02,08-02-2019,01-03-2019,21
CCCA02,22-02-2019,01-03-2019,7
CCU001,07-03-2019,01-03-2019,-6
CCU001,06-03-2019,01-03-2019,-5
CCU001,01-03-2019,01-03-2019,0
CCU001,09-02-2019,01-03-2019,20
CCU002,08-03-2019,01-03-2019,-7
CCU002,13-02-2019,01-03-2019,16
CCU002,12-02-2019,01-03-2019,17
CCU002,13-02-2019,01-03-2019,16
CCU002,06-03-2019,01-03-2019,-5
CCU002,27-02-2019,01-03-2019,2
CCU002,20-02-2019,01-03-2019,9
CCU002,03-03-2019,01-03-2019,-2
CCU002,07-03-2019,01-03-2019,-6
CCU013,01-01-2019,01-03-2019,59
CCU013,01-02-2019,01-03-2019,28
CCU013,10-01-2019,01-03-2019,50
CCU013,30-01-2019,01-03-2019,30
CCU013,11-01-2019,01-03-2019,49
CCU013,18-01-2019,01-03-2019,42
CCU013,15-01-2019,01-03-2019,45
CCU013,01-01-2019,01-03-2019,59
CCU013,25-01-2019,01-03-2019,35
CCU013,15-01-2019,01-03-2019,45
CCU013,30-01-2019,01-03-2019,30
CCU013,31-01-2019,01-03-2019,29
CCU013,17-01-2019,01-03-2019,43
CCU013,31-01-2019,01-03-2019,29
CCU013,18-01-2019,01-03-2019,42
CCU013,18-01-2019,01-03-2019,42
CCU013,10-01-2019,01-03-2019,50
CCU013,14-01-2019,01-03-2019,46
CCU013,10-01-2019,01-03-2019,50
CCU013,17-01-2019,01-03-2019,43
CCU013,04-01-2019,01-03-2019,56
CCU013,22-01-2019,01-03-2019,38
CCU013,22-01-2019,01-03-2019,38
CCU013,26-01-2019,01-03-2019,34
CCU013,31-12-2018,01-03-2019,60
CCU013,18-01-2019,01-03-2019,42
CCU013,30-12-2018,01-03-2019,61
CCU013,28-01-2019,01-03-2019,32
CCU013,24-01-2019,01-03-2019,36
CCU013,22-01-2019,01-03-2019,38
CCU013,04-01-2019,01-03-2019,56
CCU013,05-01-2019,01-03-2019,55
CCU013,29-01-2019,01-03-2019,31
CCU013,31-01-2019,01-03-2019,29
CCU013,19-01-2019,01-03-2019,41
CCU013,01-02-2019,01-03-2019,28
CCU013,31-12-2018,01-03-2019,60
CCU013,04-01-2019,01-03-2019,56
CCU013,06-01-2019,01-03-2019,54
CCU013,27-01-2019,01-03-2019,33
CCU013,19-01-2019,01-03-2019,41
CCU013,17-01-2019,01-03-2019,43
CCU013,13-01-2019,01-03-2019,47
CCU013,15-01-2019,01-03-2019,45
CCU013,07-01-2019,01-03-2019,53
CCU013,22-01-2019,01-03-2019,38
CCU013,11-01-2019,01-03-2019,49
140101584,02-03-2019,02-03-2019,0
100012638,02-03-2019,04-03-2019,2
100015557,19-02-2019,04-03-2019,13
100024776,26-02-2019,04-03-2019,6
100036066,03-03-2019,04-03-2019,1
100043909,01-03-2019,04-03-2019,3
140104249,25-02-2019,04-03-2019,7
140104409,01-03-2019,04-03-2019,3
140104409,02-03-2019,04-03-2019,2
140104429,04-03-2019,04-03-2019,0
140104429,02-03-2019,04-03-2019,2
140104429,03-03-2019,04-03-2019,1
140104429,02-03-2019,04-03-2019,2
140104429,02-03-2019,04-03-2019,2
140104429,25-02-2019,04-03-2019,7
140104429,03-03-2019,04-03-2019,1
140104440,27-02-2019,04-03-2019,5
140105000,04-03-2019,04-03-2019,0
140105785,24-02-2019,04-03-2019,8
140105785,23-02-2019,04-03-2019,9
140105847,02-03-2019,04-03-2019,2
140105847,03-03-2019,04-03-2019,1
140105847,02-03-2019,04-03-2019,2
140106408,23-02-2019,04-03-2019,9
140106408,21-02-2019,04-03-2019,11
200020431,11-03-2019,04-03-2019,-7
200020431,11-03-2019,04-03-2019,-7
200029010,03-03-2019,04-03-2019,1
200230690,11-03-2019,04-03-2019,-7
200230690,11-03-2019,04-03-2019,-7
200230690,11-03-2019,04-03-2019,-7
200230690,11-03-2019,04-03-2019,-7
200230690,11-03-2019,04-03-2019,-7
200290370,01-03-2019,04-03-2019,3
200290370,28-02-2019,04-03-2019,4
200290370,01-03-2019,04-03-2019,3
200290370,21-02-2019,04-03-2019,11
200331749,02-03-2019,04-03-2019,2
200353024,11-03-2019,04-03-2019,-7
200353024,11-03-2019,04-03-2019,-7
200353024,11-03-2019,04-03-2019,-7
200353024,11-03-2019,04-03-2019,-7
200416837,11-03-2019,04-03-2019,-7
200416837,11-03-2019,04-03-2019,-7
200416837,11-03-2019,04-03-2019,-7
200416837,11-03-2019,04-03-2019,-7
200416837,11-03-2019,04-03-2019,-7
200416837,11-03-2019,04-03-2019,-7
200418007,02-03-2019,04-03-2019,2
200418007,02-03-2019,04-03-2019,2
200439158,28-02-2019,04-03-2019,4
200439158,01-03-2019,04-03-2019,3
200455322,21-02-2019,04-03-2019,11
200472086,02-03-2019,04-03-2019,2
200519201,15-03-2019,04-03-2019,-11
200592182,11-03-2019,04-03-2019,-7
200592182,11-03-2019,04-03-2019,-7
200592182,11-03-2019,04-03-2019,-7
200592182,11-03-2019,04-03-2019,-7
200592182,11-03-2019,04-03-2019,-7
200592182,11-03-2019,04-03-2019,-7
200592182,11-03-2019,04-03-2019,-7
200624321,02-03-2019,04-03-2019,2
200704858,28-02-2019,04-03-2019,4
200704858,02-03-2019,04-03-2019,2
200704858,09-03-2019,04-03-2019,-5
200704858,02-03-2019,04-03-2019,2
200706844,04-03-2019,04-03-2019,0
200706844,02-03-2019,04-03-2019,2
200706844,04-03-2019,04-03-2019,0
200707822,03-03-2019,04-03-2019,1
200707822,03-03-2019,04-03-2019,1
200707822,03-03-2019,04-03-2019,1
200707822,04-03-2019,04-03-2019,0
200707822,02-03-2019,04-03-2019,2
200712105,28-02-2019,04-03-2019,4
200718130,28-02-2019,04-03-2019,4
200718130,02-03-2019,04-03-2019,2
200726979,03-03-2019,04-03-2019,1
200726979,04-03-2019,04-03-2019,0
200726979,02-03-2019,04-03-2019,2
200726979,02-03-2019,04-03-2019,2
200726979,04-03-2019,04-03-2019,0
200726979,03-03-2019,04-03-2019,1
200726979,03-03-2019,04-03-2019,1
200726979,03-03-2019,04-03-2019,1
200726979,01-03-2019,04-03-2019,3
200729290,28-02-2019,04-03-2019,4
200729290,03-03-2019,04-03-2019,1
200739006,28-02-2019,04-03-2019,4
200742791,04-03-2019,04-03-2019,0
200743123,02-03-2019,04-03-2019,2
200743996,02-03-2019,04-03-2019,2
200747369,02-03-2019,04-03-2019,2
200747369,03-03-2019,04-03-2019,1
200749782,03-03-2019,04-03-2019,1
200752302,03-03-2019,04-03-2019,1
200759878,01-03-2019,04-03-2019,3
200759878,03-03-2019,04-03-2019,1
200759878,02-03-2019,04-03-2019,2
200759878,03-03-2019,04-03-2019,1
200759878,01-03-2019,04-03-2019,3
200759878,01-03-2019,04-03-2019,3
200759878,01-03-2019,04-03-2019,3
200759878,02-03-2019,04-03-2019,2
200759878,11-03-2019,04-03-2019,-7
200759878,02-03-2019,04-03-2019,2
200759878,02-03-2019,04-03-2019,2
200759878,02-03-2019,04-03-2019,2
200759878,02-03-2019,04-03-2019,2
200762301,02-03-2019,04-03-2019,2
200762301,02-03-2019,04-03-2019,2
200762301,02-03-2019,04-03-2019,2
200762301,02-03-2019,04-03-2019,2
200762301,02-03-2019,04-03-2019,2
200762301,21-04-2019,04-03-2019,-48
200762301,02-03-2019,04-03-2019,2
200762950,07-03-2019,04-03-2019,-3
200763814,01-03-2019,04-03-2019,3
200763814,02-03-2019,04-03-2019,2
200765011,02-03-2019,04-03-2019,2
200769369,02-03-2019,04-03-2019,2
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,08-03-2019,04-03-2019,-4
200769623,08-03-2019,04-03-2019,-4
200769623,06-03-2019,04-03-2019,-2
200769623,02-03-2019,04-03-2019,2
200769623,08-03-2019,04-03-2019,-4
200769623,01-03-2019,04-03-2019,3
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,05-03-2019,04-03-2019,-1
200769623,07-03-2019,04-03-2019,-3
200769623,01-03-2019,04-03-2019,3
200769623,07-03-2019,04-03-2019,-3
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,07-03-2019,04-03-2019,-3
200769623,02-03-2019,04-03-2019,2
200769623,07-03-2019,04-03-2019,-3
200769623,06-03-2019,04-03-2019,-2
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,07-03-2019,04-03-2019,-3
200769623,07-03-2019,04-03-2019,-3
200769623,02-03-2019,04-03-2019,2
200769623,07-03-2019,04-03-2019,-3
200769623,08-03-2019,04-03-2019,-4
200769623,01-03-2019,04-03-2019,3
200769623,02-03-2019,04-03-2019,2
200769623,07-03-2019,04-03-2019,-3
200769623,01-03-2019,04-03-2019,3
200769623,08-03-2019,04-03-2019,-4
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,07-03-2019,04-03-2019,-3
200769623,08-03-2019,04-03-2019,-4
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,07-03-2019,04-03-2019,-3
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,28-02-2019,04-03-2019,4
200769623,08-03-2019,04-03-2019,-4
200769623,07-03-2019,04-03-2019,-3
200769623,06-03-2019,04-03-2019,-2
200769623,28-02-2019,04-03-2019,4
200771157,01-03-2019,04-03-2019,3
200771157,02-03-2019,04-03-2019,2
200772595,03-03-2019,04-03-2019,1
200772595,26-02-2019,04-03-2019,6
200772670,02-03-2019,04-03-2019,2
200772670,06-03-2019,04-03-2019,-2
200772670,03-03-2019,04-03-2019,1
200775660,02-03-2019,04-03-2019,2
200776463,02-03-2019,04-03-2019,2
200778355,03-03-2019,04-03-2019,1
200778870,22-02-2019,04-03-2019,10
200778998,04-03-2019,04-03-2019,0
200779906,02-03-2019,04-03-2019,2
200780383,01-03-2019,04-03-2019,3
200780383,25-02-2019,04-03-2019,7
200780383,28-02-2019,04-03-2019,4
200780383,01-03-2019,04-03-2019,3
200780383,28-02-2019,04-03-2019,4
200782669,01-03-2019,04-03-2019,3
200786288,03-03-2019,04-03-2019,1
200792283,01-03-2019,04-03-2019,3
200792734,03-03-2019,04-03-2019,1
200793568,28-02-2019,04-03-2019,4
200793568,28-02-2019,04-03-2019,4
200793568,27-02-2019,04-03-2019,5
200793568,28-02-2019,04-03-2019,4
200793830,03-03-2019,04-03-2019,1
200793830,03-03-2019,04-03-2019,1
200794332,04-03-2019,04-03-2019,0
200794332,20-04-2019,04-03-2019,-47
200794332,28-02-2019,04-03-2019,4
200794332,02-03-2019,04-03-2019,2
200794332,01-03-2019,04-03-2019,3
200794332,05-03-2019,04-03-2019,-1
200794332,05-03-2019,04-03-2019,-1
200794332,02-03-2019,04-03-2019,2
200794332,03-03-2019,04-03-2019,1
200794332,01-03-2019,04-03-2019,3
200794332,02-03-2019,04-03-2019,2
200794332,28-02-2019,04-03-2019,4
200794332,01-03-2019,04-03-2019,3
200799367,01-03-2019,04-03-2019,3
200799538,01-03-2019,04-03-2019,3
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200803720,11-03-2019,04-03-2019,-7
200865666,02-03-2019,04-03-2019,2
200881076,04-03-2019,04-03-2019,0
200900909,01-03-2019,04-03-2019,3
200936373,02-03-2019,04-03-2019,2
200936373,02-03-2019,04-03-2019,2
200936373,01-03-2019,04-03-2019,3
200936373,28-02-2019,04-03-2019,4
200936373,26-02-2019,04-03-2019,6
200936373,26-02-2019,04-03-2019,6
200956366,10-03-2019,04-03-2019,-6
200965912,03-03-2019,04-03-2019,1
100013048,25-02-2019,05-03-2019,8
100026947,03-03-2019,05-03-2019,2
100030250,28-02-2019,05-03-2019,5
100033268,05-03-2019,05-03-2019,0
140104225,01-03-2019,05-03-2019,4
140106249,26-02-2019,05-03-2019,7
140106408,25-02-2019,05-03-2019,8
200418007,22-02-2019,05-03-2019,11
200434439,05-03-2019,05-03-2019,0
200704858,10-03-2019,05-03-2019,-5
200705372,05-03-2019,05-03-2019,0
200705742,24-03-2019,05-03-2019,-19
200705742,05-03-2019,05-03-2019,0
200705742,02-03-2019,05-03-2019,3
200705742,04-03-2019,05-03-2019,1
200705742,10-03-2019,05-03-2019,-5
200705742,02-03-2019,05-03-2019,3
200721222,01-03-2019,05-03-2019,4
200726025,07-03-2019,05-03-2019,-2
200726979,01-03-2019,05-03-2019,4
200726979,05-03-2019,05-03-2019,0
200726979,05-03-2019,05-03-2019,0
200726979,05-03-2019,05-03-2019,0
200726979,04-03-2019,05-03-2019,1
200726979,05-03-2019,05-03-2019,0
200726979,04-03-2019,05-03-2019,1
200726979,05-03-2019,05-03-2019,0
200729290,03-03-2019,05-03-2019,2
200741174,04-03-2019,05-03-2019,1
200744019,27-02-2019,05-03-2019,6
200749225,05-03-2019,05-03-2019,0
200759878,04-03-2019,05-03-2019,1
200759878,01-03-2019,05-03-2019,4
200759878,02-03-2019,05-03-2019,3
200759878,03-03-2019,05-03-2019,2
200759878,03-03-2019,05-03-2019,2
200759878,03-03-2019,05-03-2019,2
200761734,25-04-2019,05-03-2019,-51
200762301,07-03-2019,05-03-2019,-2
200762301,05-03-2019,05-03-2019,0
200762301,04-03-2019,05-03-2019,1
200762301,05-03-2019,05-03-2019,0
200762301,03-03-2019,05-03-2019,2
200762301,05-03-2019,05-03-2019,0
200762950,06-03-2019,05-03-2019,-1
200769623,08-03-2019,05-03-2019,-3
200769623,09-03-2019,05-03-2019,-4
200769623,10-03-2019,05-03-2019,-5
200769623,10-03-2019,05-03-2019,-5
200769623,08-03-2019,05-03-2019,-3
200769623,09-03-2019,05-03-2019,-4
200769623,09-03-2019,05-03-2019,-4
200769623,09-03-2019,05-03-2019,-4
200769623,09-03-2019,05-03-2019,-4
200769623,10-03-2019,05-03-2019,-5
200769623,09-03-2019,05-03-2019,-4
200769623,03-03-2019,05-03-2019,2
200769623,04-03-2019,05-03-2019,1
200769623,10-03-2019,05-03-2019,-5
200769623,09-03-2019,05-03-2019,-4
200769623,08-03-2019,05-03-2019,-3
200769623,10-03-2019,05-03-2019,-5
200769623,07-03-2019,05-03-2019,-2
200769623,10-03-2019,05-03-2019,-5
200769623,04-03-2019,05-03-2019,1
200769623,26-02-2019,05-03-2019,7
200769623,04-03-2019,05-03-2019,1
200769623,09-03-2019,05-03-2019,-4
200769623,20-02-2019,05-03-2019,13
200769623,09-03-2019,05-03-2019,-4
200769623,10-03-2019,05-03-2019,-5
200769623,04-03-2019,05-03-2019,1
200769623,04-03-2019,05-03-2019,1
200769623,09-03-2019,05-03-2019,-4
200769623,09-03-2019,05-03-2019,-4
200769623,08-03-2019,05-03-2019,-3
200769623,10-03-2019,05-03-2019,-5
200769623,07-03-2019,05-03-2019,-2
200769623,10-03-2019,05-03-2019,-5
200769623,08-03-2019,05-03-2019,-3
200769623,04-03-2019,05-03-2019,1
200769623,09-03-2019,05-03-2019,-4
200769623,10-03-2019,05-03-2019,-5
200769623,09-03-2019,05-03-2019,-4
200769623,07-03-2019,05-03-2019,-2
200769623,10-03-2019,05-03-2019,-5
200769623,09-03-2019,05-03-2019,-4
200769623,09-03-2019,05-03-2019,-4
200769623,08-03-2019,05-03-2019,-3
200769623,08-03-2019,05-03-2019,-3
200769623,10-03-2019,05-03-2019,-5
200769623,09-03-2019,05-03-2019,-4
200769623,09-03-2019,05-03-2019,-4
200769623,09-03-2019,05-03-2019,-4
